,sentences
619,"['when', 'think', 'about', 'that,', ""it'"", ""it'"", 'just', 'imposs', 'excit', 'about', 'entrepreneur', 'yourself.']"
620,"['thi', ""what'"", 'gonna', 'available,', 'what', 'world', 'that', 'want', 'help', 'creat', 'make', 'more', 'exciting,', 'more', 'meaningful,', 'more', 'social,', 'more', 'human', 'than', 'ever', 'before?', 'think', ""there'"", 'gonna', 'kept', 'peopl', 'will', 'say,', 'know,', 'real', 'life', 'realli', 'live']"
621,"['think', ""that'"", 'fair,', ""there'"", 'alway', 'gonna', 'real', 'life', 'experi', 'relationship']"
622,"['believ', 'that', 'real', 'life', 'go', 'feed', 'into', 'member', 'meta', 'go', 'make', 'life', 'even', 'more', 'excit', 'than', 'use']"
623,"['build', 'that', 'type', 'realiz', 'definit', 'prioriti', 'know,', 'sure', 'mani', 'other', 'people.']"
624,"['speaker', 'total', 'agre']"
625,"['and,', 'know,', 'wanna,', 'know,', 'talk', 'about', 'move', 'this,', 'thi', 'is..']"
626,"['rabbit', 'hole', 'that', ""we'r"", 'gonna', 'complet', 'down', 'today']"
627,"[""we'r"", 'gonna', 'touch', ""we'll"", 'come', 'back', 'thi', 'area', 'more', 'depth', 'futur', 'episod']"
628,"['peopl', 'talk', 'today', 'about', 'meta', ""can't"", 'past', 'impact', 'crypto,', 'blockchain,', 'entities,', 'decentr', 'platform', 'that', 'affect', 'med.']"
629,"['but,', 'know,', 'there', ""there'"", 'go', 'there']"
630,"[""that'"", 'extrem', 'interest']"
631,"[""i'v"", ""i'v"", 'seen,', 'know,', ""we'v"", 'seen', 'thing', 'like', 'infinity,', 'which', 'still', 'more', 'game']"
632,"[""it'"", 'meta,', 'know,', ""we'v"", 'seen', 'kind', 'they', 'reinvent', 'game', 'econom', 'with', 'least']"
633,"[""what'"", 'your', 'take', 'decentr', 'platform', 'form', 'gener', 'with', 'impact', 'crypto', 'blockchain,', 'etcetera,', 'think', 'these', 'can...']"
634,['they']
635,"['know,', 'work', 'within', 'kind', 'wall', 'garden', 'that', 'be', 'built', 'like', 'roblox,', 'facebook,', 'epic,', 'etcetera.']"
636,"['speaker', 'think', 'first', 'high', 'level', 'believ', 'that', 'thi', 'central', 'go', 'play', 'instrument', 'role', 'futur', 'mani', 'industri', 'futur', 'commerc', 'futur', 'financ', 'futur', 'internet', 'futur', 'interact', 'experiences,', 'games,', 'etcetera,', 'etcetera']"
637,"['think', ""that'"", 'pretti', 'clear']"
638,"['with', 'regard', 'univers']"
639,"['look,', 'think', 'when', 'when', 'when', 'think', 'about', 'crypto,', 'know,', 'fungi', 'token,', 'decent', 'central', ""it'"", 'freeli', 'about', 'opportun', 'have', 'open', 'platform', 'where', 'player', 'actual', 'economi']"
640,"['think', 'today', 'about', 'about', 'appl', 'ecosystem', 'about', 'through', 'books.']"
641,"['know,', 'these', 'basic', 'platform', 'that', 'where', 'economi', 'own', 'compani', 'platform']"
642,"['just', 'for,', 'know,', 'some', 'listen', 'greatli', 'deep', 'detail']"
643,"['what', 'thi', 'realli', 'mean', 'that', 'user', 'asset', 'that', 'creat', 'asset', 'that', 'could', 'consum', 'digit', 'asset', 'that', 'acquir', 'purchas', 'inside,', 'platform', 'like', 'insid', 'platform,', 'onli', 'when', ""you'r"", 'user', 'that', 'platform']"
644,"['decid', 'wanna', 'take', 'sort', 'accessori', 'avatar', 'skin', 'that', 'purchas', 'insid', 'roblox', 'epic,', 'wanna', 'take', 'anoth', 'platform', 'keep', 'decentr', 'wallet']"
645,"[""can't"", 'that', 'becaus', 'onli', 'elig', 'that', 'insid', 'platform.']"
646,"['think', 'magic', 'mind', 'central', 'open', 'platform,', 'thiev', 'realli', 'opportun', 'build', 'virtual', ""world'"", 'game', 'experi', 'interact', 'experi', 'overal']"
647,"['where', 'economi', 'digit', 'asset', 'own', 'user', 'players,', 'they', 'choos', 'where', 'they', 'wanna', 'take', 'they', 'also', 'trade', 'ultim', 'etern', 'fiat', 'money', 'actual', 'money']"
648,"['think', 'that', 'inspir', 'whole', 'wave', 'type', 'game', 'like', 'like', 'infinity,', 'which', 'are,', 'know,', 'kind', 'qualiti', 'quot', 'unquot', 'play', 'earn,', 'where', 'actual', 'play', 'game', 'becaus', 'these', 'asset', 'connect', 'icon', 'play', 'game', 'sell', 'these', 'asset', 'forth']"
649,"['again,', 'just', 'softwar', 'could', 'biggest', 'thing', 'about', 'thi', 'central']"
650,"['opportun', 'player', 'user', 'digit', 'asset', 'have', 'player', 'own', 'economi', 'that', 'shift,', 'thing.']"
651,"['believ', 'vote', 'that', 'some', 'those', 'other', 'platform', 'like', 'epic', 'like', 'which', 'are,', 'know,', 'veri', 'bullish', 'particip', 'some', 'shape', 'form', 'thi', 'wider', 'trend', 'enabl', 'open', 'potenti', 'where', 'player', 'realli', 'jump', 'around', 'between', 'thi', 'platform,', 'which', 'matthew,', 'way,', 'that', 'alway', 'been', 'promis', 'age']"
652,"['use', 'open', 'protocol', 'thing', 'togeth']"
653,"['ultimately,', 'internet', 'took', 'very,', 'veri', 'differ', 'shift', 'with', 'close', 'platform', 'with', 'appl', 'ecosystem', 'with', 'facebook', 'wall', 'garden']"
654,"['forth', 'think', 'that', 'ultim', 'transport', 'evolv', 'into', 'platform', 'today,', 'know,', 'like,', 'epic', 'like', 'real', 'squar', 'network', 'still', 'kind', 'primari', 'busi', 'model', 'some', 'the,', 'some', 'analog', 'from', 'great', 'thinker', 'great', 'thinker', 'thi', 'state', 'call', 'know,', 'juic', 'from', 'nyu,', 'which', 'think', 'some', 'point', 'shoot', 'that', 'guest', 'podcast']"
655,"['then', 'think', ""we'r"", 'move', 'into,', 'distribut', 'platform', 'where,', 'again,', 'user,', 'players,', 'they', 'have', 'domin', 'power', 'here.']"
656,"['take', 'asset', 'with', 'them', 'want', 'move', 'around']"
657,"['matthew,', 'again,', 'back', 'what', ""i'v"", 'mention', 'earlier', 'today,', 'more', 'move', 'from', 'old,', 'internet', 'consum', 'world', 'avatar']"
658,"['avatar,', ""you'r"", 'gonna', 'want', 'bring', 'your', 'digit', 'asset', 'accessori', 'skin']"
659,"['from', 'place', 'anoth']"
660,"['otherwise,', 'think', ""we'r"", 'miss', 'thi', 'much,', 'much', 'bigger', 'opportun', 'what', 'manag', 'could', 'become.']"
661,"['sure', ""there'"", 'skeptic', 'peopl']"
662,"['know', ""don't"", 'know', 'person', 'thi', 'gonna', 'work', 'will', 'enabl', 'becaus', ""there'"", 'lose', 'those', 'platform']"
663,"['again,', 'thi', 'what', 'excit', 'about', 'decent', 'central', 'opportun', 'for,', 'know,', 'player', 'own', 'economies,', 'player', 'own', 'virtual', 'world']"
664,"['creat', 'world', 'where', ""there'"", 'gonna', 'even', 'more', 'opportun', 'creat', 'prosper', 'for,', 'know,', 'everyon', 'around', 'world.']"
665,"['speaker', 'total', 'agre']"
666,"['think', 'come', 'back', 'what', 'talk', 'about', 'begin']"
667,"['know,', 'think', 'meta', 'about', 'express', 'yourself', 'digit', 'virtual', 'space', 'oppos', 'real', 'world', 'be', 'abl', 'take', 'full', 'ownership', 'that', 'express', ""what'"", 'gonna', 'drive', 'demand', 'longer', 'term']"
668,"['mean,', 'yes,', ""there'"", 'thing', 'like', 'axiom', 'infin', 'that', 'blow', 'today']"
669,"['that', 'sustainable,', 'know,', 'for,', 'know,', 'level', ""they'r"", 'just', 'becaus', 'kind', 'know,', 'huge', 'surg', ""they'r"", 'seeing.']"
670,"['technolog', ""that'"", 'be', 'built', ""that'"", 'underli', 'what', ""they'r"", 'doing,', 'what', 'other', 'doing,', 'like,', 'crucible,', 'like,', 'central', 'land,', 'like', 'sandbox', 'others,', 'know,', ""that's..""]"
671,"['those', 'technolog', 'have', 'full', 'ownership', 'your', 'virtual', 'self,', ""that'"", 'gonna', 'someth', ""that'"", 'gonna', 'veri', 'power', 'over', 'next,', 'call', 'decad']"
672,"['within', 'meta']"
673,"['with', 'that,', 'know,', 'think', ""we'v"", 'talk', 'about', 'some', 'great', 'topic']"
674,"['talk', 'about', 'defin', 'meta', 'talk', 'about', 'player', 'technologies.']"
675,"['talk', 'about,', 'know,', 'think', 'gonna', 'know,', 'leader', 'dark', 'hors']"
676,"['talk', 'about', 'distribut', 'platform']"
677,"['talk', 'about', 'basic', 'everyth', 'under', 'room', 'high', 'level']"
678,"['thi', 'been', 'excel', 'primer', 'meta']"
679,"[""we'r"", 'look', 'forward', 'do', 'more', 'have', 'more', 'guest', 'come', 'realli', 'take', 'deeper', 'dive', 'into', 'meta.']"
680,"['metavers', 'will', 'revolution', 'everyth', 'with', 'matthew', 'ball']"
682,"['speaker', 'map,', 'founder']"
683,"['have', 'been', 'write', 'talk', 'about', 'meta?']"
684,"['speaker', 'matthew,', 'tell', 'start', 'with', 'what', 'not?', 'often', 'ask', 'these', 'questions,', 'believ', 'meta', 'singing?', ""can't"", 'fulli', 'predict', 'futur']"
685,"[""that'"", 'becaus', 'recur', 'technology,', 'way', 'which', 'these', 'technolog', 'lead', 'differ', 'behavior', 'differ', 'experiences.']"
686,"['speaker', 'touch', 'evolut', 'meta', 'talk', 'predict', 'that', 'touched,', 'know,', 'data', 'protect']"
687,"['touch', 'programmat', 'gener', 'content.']"
688,"['speaker', 'underestim', 'much', 'sophist', 'need']"
689,"[""person'"", 'real,', 'situat', 'look', 'real?', 'imag', 'look', 'real?', 'context', 'fictitious,', 'doe', 'that', 'okay', 'wire', 'social,', 'absolut']"
690,"['have', 'tough', 'time', 'imagin', 'that', 'anyth', 'will', 'fulli', 'substitut', 'for.']"
691,"['speaker', 'hello,', 'welcom', 'field', 'podcast', 'where', 'expand', 'your', 'horizon', 'meta']"
692,"['name', 'daniel', 'from']"
693,"['speaker', 'name', 'nick', 'rosa', 'from', 'accentur']"
694,"['today,', 'have', 'very,', 'veri', 'excit', 'guest']"
695,"['have', 'person', 'that', 'liter', 'start', 'movement', 'deep', 'analysi', 'meta', 'smart']"
696,"['have', 'person', 'that', 'brought', 'some', 'most', 'import', 'essay', 'about', 'that', 'matter']"
697,"['recent', 'publish', 'book', 'called,', 'will', 'revolution', 'everything.']"
698,"['ladi', 'gentlemen,', 'today,', 'have', 'real', 'master', 'matter', 'mean']"
699,[]
700,['doing?']
701,"['speaker', 'great', 'realli', 'excit', 'here', 'today.']"
702,"['speaker', 'thank', 'much', 'join']"
703,"['usual', 'alway', 'guest', 'start', 'with', 'littl', 'their', 'origin', 'stori']"
704,"['would', 'like', 'understand', 'more', 'about,', 'your', 'passions,', 'your', 'background', 'what', 'cover', 'math', 'right', 'now.']"
705,"['speaker', 'sure']"
706,"[""that'"", 'place', 'start']"
707,"['work', 'experi', 'been', 'pretti', 'diversifi', 'thousand', 'wildfir', 'initi', 'attack']"
708,"['full', 'time']"
709,"['start', 'business,', 'issu', 'profession', 'boat', 'craft', 'licens', 'behalf', 'canadian', 'coast', 'guard', 'befor', 'shift', 'privat', 'equity.']"
710,"['focus', 'primarili', 'virtual', 'system']"
711,"[""that'"", 'kind', 'your', 'earli', 'toward', 'thi', 'outcom']"
712,"['then', 'shift', 'accenture,', 'which,', 'course,', 'know', 'well', 'spent', 'five', 'year', 'strategi', 'practice,', 'realli', 'down', 'telecom', 'publishing,', 'video', 'game', 'interactive,', 'hollywood,', 'some', 'hardwar', 'providers,', 'includ', 'even', 'automot']"
713,"['then', 'shift', 'toward', 'compani', 'call', 'churn', 'group']"
714,"['built', 'bought', 'develop', 'scale', 'mani', 'first', 'digit', 'first', 'communities,', 'compani', 'like', 'crunchi', 'roll', 'sports,', 'twitter', 'media,', 'pandora', 'sound', 'cloud', 'where', 'were', 'major', 'sharehold', 'some', 'point.']"
715,"['then', 'join', 'amazon', 'where', 'first', 'global', 'head', 'strategi', 'amazon', 'studio']"
716,"['then', 'start', 'firm', 'twenti', 'eighteen', 'focu', 'game', 'littl', 'known', 'topic', 'then', 'least', 'relat', 'mainstream']"
717,"['that', 'period,', ""i'v"", 'develop', 'skill', 'set', 'term', 'deep', 'simul', 'technolog', 'infrastructur', 'understand', 'global', 'media', 'environment,', 'technolog', 'that', 'requir', 'servic', 'custom', 'then', 'build', ""world'"", 'largest', 'media', 'busi']"
718,"['that', 'nice', 'converg', 'point', 'thi', 'super', 'converg', 'technolog']"
719,"['interest', 'like,', 'would', 'assum', 'both', 'you.']"
720,"['spend', 'decad']"
721,"[""i'v"", 'alway', 'been', 'obsess', 'with', 'video', 'game', 'virtual', 'world', 'with', 'storytel', 'way', 'which', 'technolog', 'chang', 'both', 'those']"
722,"['experi', 'twenti', 'eighteen,', 'realli', 'play', 'fortnit', 'spend', 'time', 'roblox', 'platform,', 'which', 'believ', 'that', 'thi', 'thirti', 'year', 'term', 'centuri', 'concept', 'long', 'attempt', 'idea', 'start', 'unfold', 'around']"
723,"['speaker', 'author']"
724,"['just', 'published,', 'wonder', 'book', 'call', 'meta,', 'will', 'revolution', 'everyth']"
725,"[""you'r"", 'tour', 'world']"
726,"[""how'"", 'life', 'author?']"
727,"['speaker', ""it'"", ""it'"", 'been']"
728,"[""it'"", 'been', 'exhaust']"
729,"['think', ""it'"", 'been', 'extraordinari', 'beyond', 'just', 'specif', 'field', 'applic', 'sens', 'that,', 'know,', 'amazon,', 'help', 'overse', 'billion', 'dollar', 'program', 'invest', 'primarili', 'content', 'strategi']"
730,"['what', 'go', 'green', 'light?', 'then', 'afterward', 'would', 'return', 'evalu']"
731,"['just', 'go', 'through', 'process', 'know,', 'content', 'creation,', 'market', 'decis', 'promotion,', 'read', 'reviews,', 'own', 'outcom']"
732,"['veri', 'differ', 'sens', 'just', 'been', 'thrilling,', 'public', 'public', 'fund,', 'feedback', 'fun,', ""it'"", 'illuminati', 'everyth', 'els', ""you'r"", 'around', 'thi', 'thi', 'space.']"
733,"['speaker', 'thi', 'your', 'first']"
734,['right?']
735,['speaker']
736,[]
737,"['first,', 'least', 'onli']"
738,"['well,']"
739,"['speaker', 'never', 'never.']"
740,"['speaker', 'find', 'interest', 'right?', 'becaus', 'think,', 'well,', 'thi', 'like', 'your', 'first,', 'like,', 'publish', 'book']"
741,"[""you'v"", 'been', 'write', 'kind', 'these', 'topic', 'veri', 'long', 'time', 'publish', 'some', 'realli', 'use', 'insight', 'quit', 'vast', 'array', 'differ', 'digit', 'technolog', 'aspect', 'thing', 'well']"
742,['right?']
743,"['speaker', 'yeah']"
744,"['start', 'write', 'twenti', 'thirteen']"
745,"['accentur', 'still', 'time,', 'least,', 'public', 'blogger,', 'might', 'have', 'been', 'twenti', 'twelv']"
746,"['and,', 'know,', 'interest', 'thing', 'about', ""you'r"", 'quit', 'right', 'that', ""it'"", 'pretti', 'broad', 'cover']"
747,"[""that'"", 'reflect', 'profession', 'expertise,', 'interest,', 'also', 'think', ""it'"", 'link', 'with', 'thi', 'field.']"
748,"['book,', 'into', 'great', 'length', 'talk', 'about', 'mani', 'differ', 'intersect', 'piec', 'technolog']"
749,"['meta', ""can't"", 'just', 'thought', 'hardwar']"
750,"[""can't"", 'just', 'thought', 'hardwar']"
751,"['have', 'think', 'comput', 'processor', 'network', 'chip', 'standard', 'and..']"
752,['excus']
753,"['rest', 'understand', 'thi', 'from', 'multipl', 'differ', 'angl', 'profession', 'interest', 'profession', 'histori', 'person', 'expertise,', 'spend', 'decad', 'through', 'variou', 'theme', 'author', 'pretti', 'essenti']"
754,"['wrote', 'book', 'over', 'month', 'period']"
755,"['culmin', 'four', 'prior', 'year', 'write', 'that', 'theme,', 'decad', 'write', 'other', 'theme', 'around', 'without', 'that,', ""wouldn't"", 'have', 'been', 'possibl', 'certainli', 'good.']"
756,"['speaker', 'mean,', ""there'"", 'mani', 'differ', 'area', 'right,', 'that', 'probabl', 'could', 'have', 'written', 'book', 'about,', 'given', 'your', 'your', 'vast', 'experience,', 'especi', 'with,', 'know,', 'your', 'your', 'experi', 'within', 'film', 'televis', 'space', 'product', 'space']"
757,"['what', 'what', 'made', 'realli', 'land', 'meth', 'earth', 'being,', 'know,', 'thi', 'thi', 'topic', 'that', 'felt', 'need', 'written', 'about.']"
758,"['speaker', ""that'"", 'question']"
759,"['mean,', 'look,', 'when', 'start', 'write', 'thi', 'book,', 'month', 'befor', 'zuckerberg', 'ever', 'said', 'intent', 'transform', 'into', 'meta', 'company,', 'that', 'itself', 'four', 'month', 'befor', 'renam', 'compani']"
760,"['think', 'gener', 'that', 'pivot', 'moment', 'mass', 'idea']"
761,"['first', 'essay', 'theme', 'twenti', 'eighteen']"
762,"['anoth', 'januari', 'twenti', 'twenty.']"
763,"['extraordinarili', 'popular']"
764,"['million', 'read', 'that', 'year']"
765,"['still', 'doing,', 'know,', 'fifteen', 'thousand']"
766,"['that', 'plu', 'overal', 'convict', 'believ', 'that', 'worthwhil', 'person', 'undertaking,', 'profession', 'undertak', 'believ', 'that', ""it'"", 'such', 'critic', 'import', 'that', 'make', 'more', 'publicli', 'avail', 'thing', 'that', 'learn', 'space']"
767,"['which', 'avail', 'most', 'people,', 'which', 'reflect', 'larg', 'corpor', 'conversations,', 'particip', 'startup', 'portfolio.']"
768,"['that', 'seem', 'like', 'import', 'worthwhil', 'never', 'written', 'book,', 'love', 'write']"
769,"['then,', 'course,', 'becam', 'danni']"
770,"['last', 'year']"
771,"['that', 'predict', 'certainli', 'been', 'help', 'while', 'also', 'elev', 'stake', 'that', ""won't"", 'publish.']"
772,"['speaker', 'what', 'what', 'just', 'said', 'about', 'the,', 'deep', 'stock', 'matter', 'super', 'import', 'from', 'point', 'view', 'becaus', 'peopl', 'believ', 'that', 'matter', 'versu', 'just', 'surfac', 'that', 'see,', 'like,', 'roadblock', 'fortnight', 'fact,', 'mani', 'peopl', 'refer', 'them', 'meta', 'versus,', 'which', 'from', 'point', 'multiverse,', 'which', 'point', 'view,', 'someth', 'that', 'give', 'like,', 'shiver', 'back', 'spine', 'becaus', ""it's,"", 'like,', 'say', 'internet', 'becaus', 'matter', 'like,', 'infrastructur']"
773,"['right?', 'so..']"
774,"['there', 'mani', 'layer']"
775,"[""there'"", 'just', 'meta', 'meta', 'versu', 'infrastructure.']"
776,"['toolbox', ""that's,"", 'leader', 'util', 'order', 'appli', 'thi', 'concept', 'their', 'busi', 'their', 'enterpris', 'vast', 'from', 'your', 'point', 'view', 'leader', 'inspir', 'their', 'team', 'start', 'envis', 'opportun', 'with', 'your', 'their', 'area', 'work']"
777,"['like', 'network', 'know,', 'processor']"
778,"['what', 'spark', 'that', 'they', 'they', 'need', 'with', 'their', 'teams.']"
779,"['speaker', 'great', 'question']"
780,"['look,', 'often', 'ask', 'these', 'question']"
781,"['believ', 'meta', 'signific']"
782,"[""don't"", 'love', 'subtitl', 'book,', 'will', 'revolution', 'everything?', ""it'"", 'littl', 'bombast', 'personality,', 'believ']"
783,"['think', 'that', 'there', 'realli', 'three', 'way', 'which', 'unpack', ""i'm..""]"
784,"['first', 'principl', 'incur']"
785,"[""don't"", 'wanna', 'talk', 'about', 'specif', 'ins,', ""i'll"", 'explain', 'least', 'find', 'excit']"
