,sentences
850,"['a', 'l', 'w', 'a', 'y', 's', ' ', 'r', 'e', 'm', 'a', 'i', 'n', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'y', 'e', 'a', 'h']"
851,"['m', 'e', 't', 'a', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's']"
852,"['t', 'a', 'k', 'e', ' ', 'm', 'e', 't', 'a', ' ', 'd', 'e', 's', 't', 'i', 'n', 'e', 'd', ' ', 'b', 'l', 'o', 'c', 'k', 'c', 'h', 'a', 'i', 'n', ' ', 'b', 'a', 's', 'e', 'd', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'm', 'a', 't', 't', 'e', 'r', ' ', 'e', 'a', 'r', 't', 'h', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 'l', 'o', 'n', 'g', ' ', 't', 'i', 'm', 'e']"
853,"['r', 'e', 'a', 'l', 'l', 'y']"
854,"['r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'r', 'e', 'c', 'o', 'g', 'n', 'i', 'z', 'e', ' ', 'e', 'v', 'e', 'n', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'f', 'o', 'u', 'n', 'd', 'a', 't', 'i', 'o', 'n']"
855,"['c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n', ' ', 'b', 'y', 'p', 'r', 'o', 'd', 'u', 'c', 't', ' ', 'g', 'r', 'o', 'w', 't', 'h', ' ', 'i', 'n', 'v', 'e', 's', 't', 'm', 'e', 'n', 't']"
856,"['h', 'e', 'a', 'v', 'i', 'l', 'y', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd']"
857,"['e', 'x', 'p', 'e', 'r', 'i', 'e', 'n', 'c', 'e', ' ', 'h', 'e', 'a', 'v', 'i', 'l', 'y', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd']"
858,"['a', 'g', 'g', 'r', 'e', 'g', 'a', 't', 'e', 'd', ' ', 't', 'o', 'w', 'a', 'r', 'd', 's', ' ', 'h', 'o', 't', 'm', 'a', 'i', 'l', ' ', 'g', 'm', 'a', 'i', 'l', ' ', 'f', 'a', 'c', 'e', 'b', 'o', 'o', 'k', ' ', 'd', 'e', 'c', 'l', 'i', 'n', 'e', ' ', 'a', 'b', 's', 'o', 'l', 'u', 't', 'e', ' ', 'd', 'e', 'v', 'a', 's', 't', 'a', 't', 'i', 'o', 'n', ' ', 'e', 'v', 'e', 'n', ' ', 'l', 'a', 'r', 'g', 'e', ' ', 'p', 'r', 'o', 'g', 'r', 'a', 'm', 's', ' ', 'l', 'i', 'k', 'e']"
859,"['e', 'v', 'e', 'n', ' ', 't', 'a', 'k', 'e', ' ', 'l', 'o', 'o', 'k', ' ', 'c', 'r', 'y', 'p', 't', 'o', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', 's']"
860,"['o', 'p', 'e', 'n', ' ', 'n', 'e', 'a', 'r', 'l', 'y', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 'p', 'e', 'r', 'c', 'e', 'n', 't', ' ', 's', 'h', 'a', 'r', 'e', ' ', 'm', 'a', 'r', 'k', 'e', 't', 'p', 'l', 'a', 'c', 'e', ' ', 't', 'r', 'a', 'n', 's', 'a', 'c', 't', 'i', 'o', 'n', 's', ' ', 'e', 'n', 't', 'i', 't', 'i', 'e', 's']"
861,"['a', 'c', 'c', 'o', 'u', 'n', 't']"
862,"['p', 'a', 'y', 'm', 'e', 'n', 't', ' ', 'i', 'n', 'f', 'o', 'r', 'm', 'a', 't', 'i', 'o', 'n', ' ', 's', 't', 'o', 'r', 'e', ' ', 'a', 'c', 't', 'u', 'a', 'l', 'l', 'y', ' ', 'f', 'u', 'l', 'f', 'i', 'l', 'l', ' ', 'm', 'a', 'n', 'a', 'g', 'e', ' ', 'i', 'n', 'v', 'e', 'n', 't', 'o', 'r', 'y']"
863,"['d', 'e', 's', 'p', 'i', 't', 'e', ' ', 'f', 'a', 'c', 't', ' ', 'c', 'h', 'a', 'r', 'g', 'e', ' ', 'm', 'a', 'n', 'y', ' ', 'm', 'a', 'r', 'k', 'e', 't', 'p', 'l', 'a', 'c', 'e', 's']"
864,"['c', 'o', 'u', 'r', 's', 'e', ' ', 'p', 'e', 'e', 'r', ' ', 'p', 'e', 'e', 'r', ' ', 't', 'r', 'a', 'n', 's', 'a', 'c', 't', 'i', 'o', 'n', ' ', 'f', 'r', 'e', 'e', ' ', 'm', 'e', 'a', 'n', ' ', 'l', 'e', 's', 's', ' ', 'n', 'e', 't', 'w', 'o', 'r', 'k', ' ', 'f', 'e', 'e', 's', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'o', 'p', 'e', 'n']"
865,"['o', 'p', 'e', 'n', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', ' ', 'v', 'e', 'r', 'i', 'f', 'i', 'c', 'a', 't', 'i', 'o', 'n', ' ', 'c', 'u', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'i', 'n', 's', 'u', 'r', 'a', 'n', 'c', 'e', ' ', 's', 'e', 'e', 'm', 's', ' ', 'l', 'i', 'k', 'e', 'l', 'y']"
866,"['b', 'l', 'a', 'c', 'k', 'l', 'i', 's', 't', ' ', 'l', 'i', 's', 't', ' ', 'w', 'h', 'i', 't', 'e', ' ', 'l', 'i', 's', 't']"
867,"['u', 'n', 'd', 'e', 'r', 's', 't', 'a', 'n', 'd', ' ', 'n', 'a', 't', 'u', 'r', 'a', 'l']"
868,"['n', 'a', 't', 'u', 'r', 'a', 'l', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', ' ', 'e', 'f', 'f', 'e', 'c', 't', ' ', 'b', 'r', 'a', 'n', 'd', ' ', 't', 'r', 'u', 's', 't', ' ', 'h', 'a', 'b', 'i', 't']"
869,"['n', 'o', 't', 'h', 'i', 'n', 'g', ' ', 't', 'e', 'c', 'h', 'n', 'i', 'c', 'a', 'l', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n', ' ', 'd', 'e', 'c', 'e', 'n', 't', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n']"
870,"['u', 'n', 'd', 'e', 'r', 'l', 'y', 'i', 'n', 'g', ' ', 'p', 'e', 'r', 's', 'p', 'e', 'c', 't', 'i', 'v', 'e', ' ', 'm', 'a', 't', 't', 'e', 'r', ' ', 's', 't', 'r', 'o', 'n', 'g', ' ', 't', 'h', 'r', 'e', 'e', ' ', 't', 'e', 'c', 'h', ' ', 'w', 'i', 'd', 'e', 'l', 'y', ' ', 'a', 'd', 'o', 'p', 't', 'e', 'd', ' ', 'w', 'i', 'd', 'e', 'l', 'y', ' ', 'd', 'e', 'p', 'l', 'o', 'y', 'e', 'd', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', ' ', 'e', 'f', 'f', 'e', 'c', 't', 's', ' ', 's', 'e', 'p', 'a', 'r', 'a', 't', 'e', ' ', 'w', 'h', 'e', 't', 'h', 'e', 'r', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 'd', 'e', 'c', 'e', 'n', 't', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n', ' ', 's', 'h', 'i', 'f', 't', ' ', 'p', 'o', 'l', 'l']"
871,"['d', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'n', 'i', 'n', 'e', 't', 'e', 'e', 'n', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'h', 'y', 'p', 'e', 'r', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 's', 'e', 'e', 'm', 's', ' ', 'l', 'i', 'k', 'e', 'l', 'y', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 's', 'h', 'i', 'f', 't', ' ', 'b', 'a', 'c', 'k', ' ', 't', 'o', 'w', 'a', 'r', 'd', 's', ' ', 'd', 'e', 'c', 'e', 'n', 't', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'a', 't', 'i', 'o', 'n', ' ', 'p', 'a', 'r', 't', 'l', 'y']"
872,"['q', 'u', 'e', 's', 't', 'i', 'o', 'n', ' ', 'm', 'u', 'c', 'h', ' ', 'n', 'e', 'c', 'e', 's', 's', 'a', 'r', 'i', 'l', 'y', ' ', 'r', 'e', 'q', 'u', 'i', 'r', 'e', ' ', 'f', 'u', 'l', 'l', ' ', 'd', 'e', 'c', 'e', 'n', 't']"
873,"['c', 'e', 'r', 't', 'a', 'i', 'n', 'l', 'y', ' ', 'e', 'x', 't', 'e', 'n', 't', ' ', 'w', 'a', 'n', 't', 's', ' ', 's', 'i', 'd', 'e', ' ', 's', 'i', 'd', 'e']"
874,"['c', 'a', 'n', 'n', 'o', 't', ' ', 'd', 'e', 'v', 'i', 'c', 'e', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'o', 'p', 'e', 'r', 'a', 't', 'i', 'o', 'n', 's']"
875,"['m', 'u', 'l', 't', 'i', 'p', 'l', 'a', 'y', 'e', 'r', ' ', 's', 'e', 'r', 'v', 'e', 'r', ' ', 'c', 'a', 'n', 'n', 'o', 't', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'r', 'i', 'g', 'h', 't', ' ', 'g', 'o', 'o', 'd', ' ', 'r', 'e', 'a', 's', 'o', 'n', 's', ' ', 'b', 'e', 'l', 'i', 'e', 'v', 'e', ' ', 'l', 'a', 'w', 's', ' ', 'p', 'h', 'y', 's', 'i', 'c', 's', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 's', 'e', 'r', 'v', 'e', 'r', ' ', 'r', 'u', 'n', 'n', 'i', 'n', 'g', ' ', 'm', 'u', 'l', 't', 'i', ' ', 'u', 's', 'e', 'r', ' ', 's', 'i', 'm', 'u', 'l', 'a', 't', 'i', 'o', 'n']"
876,"['u', 'n', 'l', 'e', 's', 's', ' ', 'w', 'a', 'n', 't', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'f', 'r', 'a', 'm', 'e', 's', ' ', 's', 'e', 'c', 'o', 'n', 'd', ' ', 'b', 'e', 's', 't']"
877,"['t', 'h', 'i', 'n', 'k', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 't', 'i', 'o', 'n', 's', ' ', 'p', 'a', 'r', 't', 'i', 'a', 'l', 'l', 'y', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'o', 'n', 'e', 's', ' ', 'm', 'o', 's', 't', 'l', 'y', ' ', 'd', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'e', 'n', 't', 'i', 'r', 'e', 'l', 'y', ' ', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'o', 'n', 'e', 's', ' ', 't', 'r', 'a', 'd', 'e', ' ', 'o', 'f', 'f', 's']"
878,"['l', 'i', 't', 't', 'l', 'e', ' ', 'l', 'i', 'k', 'e', ' ', 's', 'a', 'y', 'i', 'n', 'g', ' ', 'b', 'a', 'n', 'k', ' ', 'a', 'c', 'c', 'o', 'u', 'n', 't', 's']"
879,"['m', 'e', 'a', 'n', ' ', 'a', 'l', 's', 'o', ' ', 'p', 'e', 't', 't', 'y', ' ', 'c', 'a', 's', 'h', ' ', 'd', 'r', 'a', 'w', 'e', 'r', ' ', 'h', 'o', 'm', 'e']"
880,"['c', 'l', 'e', 'a', 'r']"
881,"['t', 'h', 'a', 'n', 'k', ' ', 'a', 'n', 's', 'w', 'e', 'r']"
882,"['a', 'n', 'o', 't', 'h', 'e', 'r', ' ', 'q', 'u', 'e', 's', 't', 'i', 'o', 'n', ' ', 'r', 'e', 'l', 'a', 't', 'e', 'd', ' ', 'm', 'o', 'o', 'n', 's', 'h', 'o', 't', ' ', 'a', 's', 'p', 'e', 'c', 't', ' ', 'm', 'a', 't', 't', 'e', 'r', 's']"
883,"['r', 'i', 'g', 'h', 't', ' ', 'o', 'p', 'e', 'r', 'a', 't', 'i', 'n', 'g', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'm', 'y', 't', 'h', 'i', 'c', 'a', 'l', ' ', 'c', 'r', 'e', 'a', 't', 'u', 'r', 'e', ' ', 'm', 'a', 't', 't', 'e', 'r', ' ', 'f', 'u', 'l', 'l', 'y']"
884,"['m', 'e', 'a', 'n', ' ', 'c', 'a', 'l', 'l', ' ', 'p', 'e', 'o', 'p', 'l', 'e']"
886,"['c', 'o', 'n', 't', 'i', 'n', 'u', 'e']"
887,"['r', 'i', 'g', 'h', 't', ' ', 'w', 'e', 'l', 'l']"
888,"['r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'm', 'o', 'n', 'e', 'y', ' ', 'b', 'e', 'h', 'i', 'n', 'd', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'c', 'h', 'a', 'n', 'g', 'i', 'n', 'g', ' ', 'n', 'a', 'm', 'e', 's', ' ', 'c', 'h', 'a', 'n', 'g', 'i', 'n', 'g', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's', ' ', 'o', 'r', 'd', 'e', 'r', ' ', 'm', 'a', 'k', 'e', ' ', 'h', 'a', 'p', 'p', 'e', 'n']"
889,"['o', 'b', 'v', 'i', 'o', 'u', 's', 'l', 'y', ' ', 'b', 'a', 'l', 'l', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 'r', 'o', 'l', 'l', 'i', 'n', 'g', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'd', 'i', 'f', 'f', 'i', 'c', 'u', 'l', 't', ' ', 's', 't', 'o', 'p', ' ', 's', 'n', 'o', 'w', 'b', 'a', 'l', 'l', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'm', 'o', 'u', 'n', 't', 'a', 'i', 'n']"
890,"['q', 'u', 'e', 's', 't', 'i', 'o', 'n', ' ', 'k', 'n', 'o', 'w', ' ', 'd', 'e', 'c', 'l', 'a', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'e', 't', 'a', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'r', 'e', 'v', 'o', 'l', 'u', 't', 'i', 'o', 'n', 'i', 'z', 'e']"
891,"['e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', ' ', 'a', 'm', 'a', 'z', 'i', 'n', 'g', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'b', 'e', 'l', 'i', 'e', 'v', 'e']"
892,"['v', 'i', 's', 'i', 'o', 'n', ' ', 'm', 'u', 'c', 'h', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'v', 'i', 's', 'i', 'o', 'n', ' ', 'b', 'e', 'c', 'o', 'm', 'e', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y']"
893,"['d', 'e', 'c', 'e', 'n', 't', 'r', 'a', 'l', 'i', 'z', 'e', 'd', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 'a', 's', 's', 'e', 't', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 's', 'e', 'e', 'm', 's']"
894,"['m', 'e', 'a', 'n', ' ', 'v', 'i', 's', 'i', 'o', 'n', ' ', 'm', 'o', 'b', 'i', 'l', 'e', ' ', 'l', 'a', 'n', 'd', 's', 'c', 'a', 'p', 'e', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'e', 'i', 'g', 'h', 't', 'i', 'e', 's', ' ', 'm', 'a', 't', 'e', 'r', 'i', 'a', 'l', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 't', 'h', 'o', 'u', 's', 'a', 'n', 'd', ' ', 't', 'e', 'n', 's', ' ', 'q', 'u', 'i', 't', 'e', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't']"
895,"['t', 'h', 'i', 'n', 'k', ' ', 'c', 'o', 'n', 't', 'r', 'o', 'v', 'e', 'r', 's', 'y', ' ', 'i', 'n', 'd', 'i', 'a', 'n', 'a', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 's', 'u', 'b', 's', 't', 'a', 'n', 't', 'i', 'a', 'l', 'l', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'i', 'm', 'a', 'g', 'i', 'n', 'e']"
896,"['g', 'o', 'n', 'n', 'a', ' ', 's', 'u', 'b', 's', 't', 'a', 'n', 't', 'i', 'a', 'l', 'l', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'i', 'm', 'a', 'g', 'i', 'n', 'e', ' ', 'y', 'e', 'a', 'h']"
897,"['o', 'k', 'a', 'y']"
898,"['c', 'o', 'u', 'r', 's', 'e']"
899,"['f', 'u', 'n', 'n', 'y', ' ', 'l', 'i', 'k', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'a', 's', 'k', 'i', 'n', 'g']"
900,"['l', 'i', 'k', 'e', ' ', 'g', 'l', 'o', 'b', 'a', 'l', ' ', 'a', 'u', 't', 'h', 'o', 'r', ' ', 'd', 'o', 'n', 'e', ' ', 'm', 'a', 'n', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'v', 'i', 'e', 'w', 's', ' ', 'm', 'a', 'n', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'c', 'o', 'u', 'n', 't', 'r', 'i', 'e', 's', ' ', 'd', 'o', 'n', 'e', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'l', 'a', 'n', 'g', 'u', 'a', 'g', 'e', 's', ' ', 't', 'o', 'd', 'a', 'y']"
901,"['e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'w', 'a', 'n', 't', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'a', 'n', 's', 'w', 'e', 'r']"
902,"['r', 'i', 'g', 'h', 't', ' ', 'l', 'i', 'f', 'e', ' ', 'l', 'i', 'k', 'e', ' ', 't', 'w', 'e', 'n', 't', 'y', ' ', 't', 'h', 'i', 'r', 't', 'y', ' ', 'c', 'h', 'a', 'n', 'g', 'e', ' ', 'f', 'e', 'e', 'l', ' ', 'l', 'o', 'v', 'e', ' ', 't', 'e', 'l', 'l', ' ', 'h', 'a', 'p', 'p', 'e', 'n', 's', ' ', 'w', 'a', 'k', 'e', ' ', 'm', 'o', 'r', 'n', 'i', 'n', 'g', ' ', 'h', 'o', 'm', 'e']"
903,"['y', 'e', 'a', 'h']"
904,"['i', 'n', 'a', 'b', 'i', 'l', 'i', 't', 'y', ' ', 'a', 'n', 's', 'w', 'e', 'r', ' ', 'q', 'u', 'e', 's', 't', 'i', 'o', 'n']"
906,"['t', 'h', 'i', 'n', 'k', ' ', 'i', 'n', 'e', 'v', 'i', 't', 'a', 'b', 'l', 'e']"
907,"['f', 'o', 'l', 'k', 's', ' ', 'e', 'x', 'p', 'e', 'c', 't', ' ', 'a', 'n', 's', 'w', 'e', 'r', ' ', 't', 'h', 'o', 'u', 'g', 'h', ' ', 'a', 'n', 's', 'w', 'e', 'r']"
908,"['t', 'h', 'e', 'r', 'e', 'f', 'o', 'r', 'e', ' ', 'i', 's', 's', 'u', 'e', ' ', 'd', 'i', 's', 'a', 'p', 'p', 'o', 'i', 'n', 't', 'e', 'd', ' ', 't', 'o', 't', 'a', 'l', 'l', 'y', ' ', 'v', 'a', 'l', 'i', 'd']"
909,"['l', 'o', 'o', 'k', ' ', 'l', 'i', 't', 't', 'l', 'e', ' ', 'd', 'i', 's', 'a', 'p', 'p', 'o', 'i', 'n', 't', 'e', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'w', 'e', 'e', 'n', 'e', 'y', ' ', 'j', 'e', 'n', 's', 'e', 'n', ' ', 'h', 'u', 'a', 'n', 'g', ' ', 'l', 'i', 'k', 'e', ' ', 'a', 'n', 's', 'w', 'e', 'r']"
910,"['k', 'n', 'o', 'w']"
911,"['a', 'l', 'r', 'e', 'a', 'd', 'y', ' ', 'b', 'u', 'i', 'l', 't', ' ', 'p', 'e', 'o', 'p', 'l', 'e']"
912,"['w', 'o', 'u', 'l', 'd', ' ', 'r', 'e', 'a', 'l', 'l', 'y']"
913,"['y', 'e', 'a', 'h']"
914,"['r', 'e', 's', 'p', 'o', 'n', 'd', ' ', 'o', 'k', 'a', 'y']"
915,"['v', 'a', 'p', 'o', 'r', ' ', 'w', 'e', 'a', 'r']"
916,"['a', 'n', 's', 'w', 'e', 'r', ' ', 'k', 'n', 'o', 'w']"
917,"['k', 'n', 'o', 'w']"
918,"['f', 'i', 'r', 's', 't', ' ', 'f', 'o', 'r', 'e', 'm', 'o', 's', 't', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'r', 'e', 'c', 'u', 'r']"
920,"['c', 'r', 'e', 'a', 't', 'e', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'r', 'e', 'v', 'e', 'a', 'l', 's', ' ', 'l', 'e', 'a', 'd', 's', ' ', 'b', 'e', 'h', 'a', 'v', 'i', 'o', 'r']"
921,"['r', 'e', 's', 'p', 'o', 'n', 'd', 'e', 'd', ' ', 'n', 'e', 't', 'w', 'o', 'r', 'k', ' ', 'i', 'n', 'n', 'o', 'v', 'a', 't', 'i', 'o', 'n', 's', ' ', 's', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 's', 'a', 'y', 's', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g']"
922,"['k', 'n', 'o', 'w', ' ', 'n', 'i', 'c', 'k', ' ', 'w', 'o', 'u', 'l', 'd']"
923,"['g', 'o', 'n', 'n', 'a', ' ', 'b', 'u', 'i', 'l', 'd', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 't', ' ', 'n', 'i', 'c', 'k']"
924,"['g', 'o', 'o', 'd', ' ', 'e', 'x', 'a', 'm', 'p', 'l', 'e', 's', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 's', 'o', 'c', 'i', 'a', 'l']"
925,"['t', 'h', 'o', 'u', 'g', 'h', 't', ' ', 'b', 'i', 'l', 'l', 'i', 'o', 'n', 's', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'w', 'a', 'n', 't', 'e', 'd', ' ', 's', 'h', 'a', 'r', 'e', ' ', 'p', 'h', 'o', 't', 'o', 's', ' ', 'd', 'a', 'i', 'l', 'y', ' ', 'l', 'i', 'f', 'e']"
926,"['s', 'e', 'v', 'e', 'r', 'a', 'l', ' ', 't', 'i', 'm', 'e', 's']"
927,"['p', 'r', 'o', 'd', 'u', 'c', 'e', ' ', 'e', 's', 't', 'i', 'm', 'a', 't', 'e', 'd', ' ', 'e', 'i', 'g', 'h', 't', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 't', 'i', 'm', 'e', 's', ' ', 'p', 'h', 'o', 't', 'o', 's', ' ', 't', 'o', 't', 'a', 'l', ' ', 'p', 'h', 'o', 't', 'o', 's', ' ', 'p', 'r', 'o', 'd', 'u', 'c', 'e', 'd', ' ', 'y', 'e', 'a', 'r', ' ', 'n', 'i', 'n', 'e', 't', 'e', 'e', 'n', ' ', 'n', 'i', 'n', 'e', 't', 'y', ' ', 'n', 'i', 'n', 'e']"
928,"['w', 'o', 'u', 'l', 'd', ' ', 'r', 'e', 'a', 's', 'o', 'n', 'a', 'b', 'l', 'y', ' ', 's', 'a', 'i', 'd']"
929,"['y', 'e', 'a', 'h']"
930,"['c', 'r', 'e', 'a', 't', 'e', ' ', 'p', 'h', 'o', 't', 'o', 's', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', ' ', 'f', 'i', 'n', 'i', 't', 'e', ' ', 'c', 'a', 'p', 'a', 'c', 'i', 't', 'y', ' ', 'w', 'o', 'u', 'l', 'd', ' ', 'e', 'v', 'e', 'r', ' ', 'e', 's', 't', 'i', 'm', 'a', 't', 'e', 'd', ' ', 'q', 'u', 'a', 'n', 't', 'u', 'm']"
931,"['w', 'o', 'u', 'l', 'd', ' ', 'e', 'v', 'e', 'r', ' ', 's', 'a', 'i', 'd', ' ', 'r', 'o', 'l', 'e', ' ', 'd', 'e', 'e', 'p', ' ', 'f', 'a', 'k', 'e', 's', ' ', 'e', 'l', 'e', 'c', 't', 'i', 'o', 'n', ' ', 'e', 'n', 'g', 'i', 'n', 'e', 'e', 'r', 'i', 'n', 'g']"
932,"['t', 'i', 'm', 'e', ' ', 't', 'e', 'l', 'l', 's', ' ', 'f', 'u', 'l', 'l', 'y', ' ', 'p', 'r', 'e', 'd', 'i', 'c', 't']"
933,"['a', 'l', 's', 'o', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'l', 'o', 'g', 'i', 'c', 'a', 'l', ' ', 'a', 'n', 's', 'w', 'e', 'r', ' ', 'm', 'e', 'n', 't', 'i', 'o', 'n', 'e', 'd', ' ', 'e', 'a', 'r', 'l', 'i', 'e', 'r', ' ', 't', 'r', 'a', 'n', 's', 'f', 'o', 'r', 'm', 'i', 'n', 'g', ' ', 'a', 'c', 'c', 'e', 's', 's', 'e', 's', ' ', 'c', 'o', 'm', 'p', 'u', 't', 'i', 'n', 'g', ' ', 'n', 'e', 't', 'w', 'o', 'r', 'k', ' ', 'w', 'o', 'r', 'k', 'i', 'n', 'g', ' ', 'r', 'e', 's', 'o', 'u', 'r', 'c', 'e', 's', ' ', 'c', 'o', 'n', 's', 'e', 'q', 'u', 'e', 'n', 'c', 'e', 's', ' ', 'd', 'o', 'u', 'b', 'l', 'e', ' ', 't', 'r', 'i', 'p', 'l', 'e', ' ', 'q', 'u', 'a', 'd', 'r', 'u', 'p', 'l', 'e', ' ', 't', 'r', 'i', 'p', 'l', 'e', ' ', 'c', 'l', 'i', 'c', 'k', ' ', 'c', 'o', 'm', 'p', 'o', 'u', 'n', 'd', 'i', 'n', 'g', ' ', 's', 'w', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 'd', 'a', 'r', 'k']"
